Date,Open,High,Low,Close,Adj Close,Volume
1989-09-01,6.578125,6.859375,6.250000,6.843750,3.150421,106166400
1989-10-01,6.781250,7.078125,6.312500,6.921875,3.186384,132754400
1989-11-01,6.875000,7.156250,6.546875,7.062500,3.251120,94060000
1989-12-01,7.125000,7.437500,6.937500,7.421875,3.434538,94146400
1990-01-01,7.343750,7.593750,6.390625,6.546875,3.029625,136120000
1990-02-01,6.781250,7.078125,6.500000,6.703125,3.101930,92084000
1990-03-01,6.734375,7.187500,6.718750,7.015625,3.263519,93845600
1990-04-01,6.968750,7.421875,6.937500,7.078125,3.292592,94313600
1990-05-01,7.125000,8.046875,7.093750,7.984375,3.714161,126883200
1990-06-01,8.062500,8.531250,7.859375,8.468750,3.961562,108437600
1990-07-01,8.468750,9.265625,8.437500,8.828125,4.129673,116019200
1990-08-01,8.796875,8.843750,7.500000,8.203125,3.837307,168426400
1990-09-01,8.078125,8.343750,7.562500,7.906250,3.717121,102738400
1990-10-01,8.000000,8.687500,7.921875,8.046875,3.783236,136454400
1990-11-01,8.031250,8.796875,7.968750,8.718750,4.099116,117522400
1990-12-01,8.843750,9.015625,8.687500,8.968750,4.238408,93742400
1991-01-01,8.921875,9.578125,8.171875,9.562500,4.519001,148303200
1991-02-01,9.531250,10.359375,9.375000,10.265625,4.851277,125629600
1991-03-01,10.140625,12.437500,10.125000,11.984375,5.687725,178516000
1991-04-01,11.953125,12.546875,11.640625,11.812500,5.606154,151252000
1991-05-01,11.781250,12.031250,11.109375,11.328125,5.376274,120423200
1991-06-01,11.156250,11.250000,10.250000,10.437500,4.975133,147764800
1991-07-01,10.562500,11.453125,10.218750,11.453125,5.459239,108432000
1991-08-01,11.453125,11.671875,10.625000,11.609375,5.533719,88289600
1991-09-01,11.640625,11.703125,11.000000,11.046875,5.288527,76906400
1991-10-01,11.062500,11.937500,10.593750,11.890625,5.692461,117614400
1991-11-01,11.859375,12.515625,11.562500,12.046875,5.767260,96635200
1991-12-01,11.906250,14.531250,11.906250,14.312500,6.879550,118049600
1992-01-01,14.062500,14.671875,12.781250,13.437500,6.458967,143755200
1992-02-01,13.343750,13.718750,12.062500,12.656250,6.083445,112514400
1992-03-01,12.593750,12.828125,11.750000,12.187500,5.880218,108916800
1992-04-01,12.125000,12.843750,11.109375,11.859375,5.721906,164190400
1992-05-01,11.796875,12.218750,11.500000,12.109375,5.842526,99303200
1992-06-01,12.062500,12.250000,10.750000,11.187500,5.424002,143238000
1992-07-01,11.156250,12.406250,11.156250,12.312500,5.969434,84928800
1992-08-01,12.218750,12.812500,12.031250,12.343750,5.984584,67834400
1992-09-01,12.312500,13.218750,11.625000,11.781250,5.738738,80918000
1992-10-01,11.843750,12.750000,10.812500,12.500000,6.088848,92159200
1992-11-01,12.437500,12.968750,11.906250,12.593750,6.134514,67899600
1992-12-01,12.562500,13.687500,12.437500,12.625000,6.178589,82614400
1993-01-01,12.562500,12.593750,10.875000,11.000000,5.383324,113930800
1993-02-01,11.093750,11.531250,9.406250,10.625000,5.199802,161588800
1993-03-01,10.718750,11.187500,9.656250,10.656250,5.241964,160477200
1993-04-01,10.656250,10.968750,9.593750,10.906250,5.364944,115748800
1993-05-01,11.000000,11.437500,10.562500,11.156250,5.487923,92354000
1993-06-01,11.125000,11.437500,10.125000,10.375000,5.133353,108939600
1993-07-01,10.312500,10.343750,9.031250,9.125000,4.514878,129280400
1993-08-01,9.156250,10.250000,8.906250,10.187500,5.040584,137678800
1993-09-01,10.156250,10.437500,9.406250,9.843750,4.905445,115323600
1993-10-01,9.812500,10.656250,9.625000,10.531250,5.248049,90568400
1993-11-01,10.531250,11.406250,10.468750,10.906250,5.434923,90893200
1993-12-01,10.937500,11.375000,10.593750,11.218750,5.624560,86742000
1994-01-01,11.187500,11.437500,10.031250,10.593750,5.311216,98402800
1994-02-01,10.562500,10.781250,10.000000,10.031250,5.029203,85927200
1994-03-01,10.031250,10.218750,9.000000,9.437500,4.760563,106467600
1994-04-01,9.125000,10.468750,9.062500,10.343750,5.217702,102322800
1994-05-01,10.343750,11.218750,10.125000,11.062500,5.580265,90794800
1994-06-01,11.031250,11.062500,10.562500,10.718750,5.444794,77763600
1994-07-01,10.781250,11.906250,10.562500,11.750000,5.968642,100252000
1994-08-01,11.750000,12.656250,11.656250,12.531250,6.365493,136172000
1994-09-01,12.531250,13.093750,12.093750,12.937500,6.611905,95790000
1994-10-01,12.968750,14.031250,12.375000,13.656250,6.979237,103617200
1994-11-01,13.562500,14.125000,12.812500,13.343750,6.819527,109474000
1994-12-01,13.406250,13.937500,13.031250,13.687500,7.033599,87551600
1995-01-01,13.656250,14.875000,13.406250,14.531250,7.467180,91209600
1995-02-01,14.593750,14.593750,13.875000,14.187500,7.290533,86100400
1995-03-01,14.156250,15.750000,14.093750,14.875000,7.682317,101681200
1995-04-01,14.843750,16.281250,14.593750,16.250000,8.392448,91005200
1995-05-01,16.187500,16.906250,15.406250,16.531250,8.537699,112846400
1995-06-01,16.500000,17.812500,16.343750,16.875000,8.758698,75038000
1995-07-01,16.812500,17.937500,16.093750,17.937500,9.310167,87112400
1995-08-01,17.875000,17.875000,16.718750,17.250000,8.953338,65398800
1995-09-01,17.250000,18.718750,17.093750,18.531250,9.663741,68438800
1995-10-01,18.406250,21.031250,18.281250,20.375000,10.625225,92542400
1995-11-01,20.312500,21.812500,19.906250,21.656250,11.293372,72781200
1995-12-01,21.718750,23.093750,21.281250,21.375000,11.192099,95390400
1996-01-01,21.375000,24.125000,20.781250,24.000000,12.566563,123280400
1996-02-01,24.062500,25.093750,23.093750,23.375000,12.239308,156618400
1996-03-01,23.562500,24.562500,22.750000,23.062500,12.116641,122030800
1996-04-01,23.281250,23.812500,21.406250,23.125000,12.149480,118370000
1996-05-01,23.000000,24.593750,22.093750,24.343750,12.789792,98430800
1996-06-01,24.250000,25.375000,23.750000,24.750000,13.055864,83213200
1996-07-01,24.875000,25.000000,22.062500,23.875000,12.594293,79048800
1996-08-01,23.875000,26.687500,23.875000,24.625000,12.989917,65203800
1996-09-01,24.312500,25.875000,24.125000,25.625000,13.565943,62727600
1996-10-01,25.625000,26.437500,23.562500,24.625000,13.036545,93335800
1996-11-01,24.875000,27.000000,24.437500,26.625000,14.095353,82136200
1996-12-01,26.562500,26.875000,24.000000,24.875000,13.218265,84063000
1997-01-01,24.937500,29.250000,24.312500,28.875000,15.343815,126250200
1997-02-01,29.000000,31.375000,28.312500,28.750000,15.277393,94141200
1997-03-01,28.500000,30.687500,26.375000,26.437500,14.092544,105654600
1997-04-01,26.437500,30.750000,25.562500,30.562500,16.291384,105851200
1997-05-01,30.312500,31.312500,29.125000,30.000000,15.991547,89750200
1997-06-01,30.125000,33.250000,29.375000,32.187500,17.218935,102868600
1997-07-01,32.187500,32.937500,30.000000,31.062500,16.617107,118577400
1997-08-01,31.000000,31.250000,27.968750,28.343750,15.162691,126425600
1997-09-01,28.375000,30.281250,27.562500,28.843750,15.487930,119904600
1997-10-01,29.062500,31.062500,26.500000,28.687500,15.404019,129242000
1997-11-01,29.218750,32.500000,29.093750,31.468750,16.897448,93621600
1997-12-01,31.687500,33.656250,31.562500,32.937500,17.751261,95667000
1998-01-01,32.531250,34.718750,31.687500,33.468750,18.037567,102829400
1998-02-01,34.250000,37.750000,34.031250,37.687500,20.311214,82795000
1998-03-01,37.593750,38.218750,35.531250,36.718750,19.852236,83395000
1998-04-01,36.656250,38.750000,34.031250,35.750000,19.328487,101515800
1998-05-01,36.250000,36.343750,34.062500,34.531250,18.669559,69146400
1998-06-01,34.937500,38.937500,33.531250,37.000000,20.073818,94330000
1998-07-01,36.875000,39.687500,35.406250,38.625000,20.955437,109580400
1998-08-01,38.593750,38.906250,34.437500,34.500000,18.717482,87899800
1998-09-01,34.562500,40.406250,34.062500,39.125000,21.296999,116230200
1998-10-01,38.562500,42.343750,36.312500,40.750000,22.181532,123883600
1998-11-01,40.718750,44.875000,40.312500,40.625000,22.113497,85487400
1998-12-01,40.531250,42.187500,38.093750,41.937500,22.895720,131225200
1999-01-01,41.468750,43.156250,38.500000,42.562500,23.236931,109601400
1999-02-01,42.437500,44.062500,40.812500,42.687500,23.305183,85177400
1999-03-01,42.375000,47.000000,41.843750,46.750000,25.599461,98503400
1999-04-01,46.625000,51.500000,44.437500,48.750000,26.694626,104470800
1999-05-01,48.718750,49.000000,43.906250,46.312500,25.359892,97097400
1999-06-01,46.218750,49.000000,44.625000,49.000000,26.910625,83921200
1999-07-01,48.687500,49.750000,45.531250,45.531250,25.005590,85808200
1999-08-01,45.968750,52.937500,45.156250,51.125000,28.077682,103887600
1999-09-01,51.125000,51.312500,45.000000,45.937500,25.303482,101840000
1999-10-01,46.062500,53.218750,46.062500,52.375000,28.849411,126584800
1999-11-01,52.625000,53.437500,50.906250,51.875000,28.573986,91710200
1999-12-01,51.625000,51.718750,45.062500,46.625000,25.751654,142567200
2000-01-01,46.562500,48.468750,40.250000,43.031250,23.766748,153516200
2000-02-01,42.718750,43.156250,35.031250,36.000000,19.883299,186522000
2000-03-01,36.125000,41.125000,33.062500,35.125000,19.469917,279805400
2000-04-01,35.312500,42.218750,35.000000,41.250000,22.865025,170787400
2000-05-01,41.125000,45.000000,40.937500,44.750000,24.805092,120208200
2000-06-01,44.625000,50.992188,41.250000,50.937500,28.337305,149885600
2000-07-01,50.625000,50.718750,45.125000,46.531250,25.886045,134047800
2000-08-01,46.250000,49.437500,45.625000,45.976563,25.577446,100354600
2000-09-01,46.250000,48.906250,45.156250,46.968750,26.215916,96535000
2000-10-01,47.093750,48.750000,45.156250,46.062500,25.710079,142009400
2000-11-01,46.000000,51.500000,44.593750,50.000000,27.907837,138432000
2000-12-01,49.625000,52.968750,47.625000,52.531250,29.420620,139899600
2001-01-01,52.000000,52.343750,45.187500,46.564999,26.079157,168446600
2001-02-01,46.564999,49.125000,46.564999,48.665001,27.255287,116971800
2001-03-01,48.900002,49.924999,40.250000,43.735001,24.576431,295296000
2001-04-01,43.750000,48.349998,42.595001,48.240002,27.107958,209600800
2001-05-01,48.299999,51.000000,47.910000,48.474998,27.240004,184641400
2001-06-01,48.480000,54.200001,48.299999,49.959999,28.175241,187599900
2001-07-01,50.099998,54.980000,50.000000,54.099998,30.510006,164167000
2001-08-01,54.099998,57.599998,52.299999,52.709999,29.726110,163136000
2001-09-01,55.349998,57.160000,50.200001,55.400002,31.345959,176432200
2001-10-01,55.400002,59.660000,53.049999,57.910000,32.766125,181677000
2001-11-01,57.580002,60.970001,57.509998,58.250000,32.958508,144831900
2001-12-01,57.820000,60.180000,55.419998,59.099998,33.540070,169195500
2002-01-01,58.900002,60.099998,56.599998,57.509998,32.637722,131885400
2002-02-01,57.259998,60.970001,54.700001,60.900002,34.561592,131715000
2002-03-01,60.900002,65.889999,60.599998,64.949997,36.974590,154776300
2002-04-01,64.199997,65.290001,61.779999,63.860001,36.354095,160057900
2002-05-01,63.970001,64.629997,59.160000,61.349998,34.925198,162571200
2002-06-01,61.099998,61.740002,52.000000,52.259998,29.851534,185599200
2002-07-01,51.700001,54.849998,41.400002,52.599998,30.045738,343494700
2002-08-01,53.000000,56.500000,49.750000,54.310001,31.022512,159253500
2002-09-01,53.880001,56.250000,51.450001,54.080002,31.004696,146893100
2002-10-01,54.950001,61.299999,54.299999,58.750000,33.682056,223245600
2002-11-01,58.330002,61.240002,56.299999,57.020000,32.690235,134767300
2002-12-01,56.590000,57.070000,53.000000,53.709999,30.897346,143258800
2003-01-01,54.250000,57.549999,51.540001,53.610001,30.839808,157116600
2003-02-01,53.500000,53.950001,49.099998,52.450001,30.172504,139008100
2003-03-01,53.160000,58.680000,51.500000,57.869999,33.427467,160153900
2003-04-01,57.869999,59.080002,53.950001,56.360001,32.555256,159363100
2003-05-01,56.360001,57.520000,52.549999,54.349998,31.394226,161675800
2003-06-01,54.349998,55.570000,50.750000,51.700001,29.993340,216949500
2003-07-01,51.700001,54.240002,50.549999,51.790001,30.045551,180959900
2003-08-01,50.950001,52.250000,49.000000,49.580002,28.763441,154672000
2003-09-01,49.779999,52.500000,49.090000,49.520000,28.864471,197900400
2003-10-01,49.709999,51.150002,48.049999,50.330002,29.336607,200619900
2003-11-01,50.080002,52.889999,48.259998,49.299999,28.736225,164719400
2003-12-01,50.299999,51.740002,48.790001,51.660000,30.256086,185895500
2004-01-01,51.660000,54.040001,50.430000,53.419998,31.286863,172050600
2004-02-01,53.410000,54.900002,52.790001,53.910000,31.573862,126994200
2004-03-01,54.490002,54.490002,49.250000,50.720001,29.836580,172924700
2004-04-01,51.049999,54.770000,49.900002,54.029999,31.783707,166843100
2004-05-01,54.220001,56.389999,54.020000,55.709999,32.772003,140688600
2004-06-01,55.230000,57.279999,54.500000,55.700001,32.936996,125332400
2004-07-01,55.349998,58.139999,54.430000,55.270000,32.682739,141900800
2004-08-01,55.000000,58.099998,54.369999,58.099998,34.356201,107083900
2004-09-01,58.000000,58.799999,56.090000,56.330002,33.479019,110410900
2004-10-01,56.389999,58.480000,54.810001,58.380001,34.697407,139893100
2004-11-01,58.349998,61.490002,57.810001,60.320000,35.850430,123981200
2004-12-01,60.330002,64.250000,59.599998,63.419998,37.870979,173950700
2005-01-01,63.349998,64.980003,61.200001,64.699997,38.635326,136191800
2005-02-01,64.610001,66.889999,64.519997,65.599998,39.172764,107556700
2005-03-01,66.470001,68.680000,66.120003,67.160004,40.277889,158100100
2005-04-01,67.320000,69.989998,66.650002,68.629997,41.159496,158634500
2005-05-01,68.680000,68.870003,66.760002,67.099998,40.241905,125789400
2005-06-01,67.099998,67.610001,64.430000,65.000000,39.173565,162476400
2005-07-01,64.820000,65.430000,62.669998,63.959999,38.546791,149908400
2005-08-01,64.250000,65.349998,61.650002,63.389999,38.203259,138029400
2005-09-01,63.180000,65.330002,62.849998,63.279999,38.333862,139445700
2005-10-01,63.180000,64.599998,60.529999,62.619999,37.934032,224158000
2005-11-01,62.480000,63.779999,60.000000,61.750000,37.407017,241169500
2005-12-01,61.849998,62.060001,59.759998,60.099998,36.598141,189869600
2006-01-01,61.070000,63.099998,57.450001,57.540001,35.039227,220695200
2006-02-01,57.669998,59.709999,56.700001,57.650002,35.106213,183341700
2006-03-01,57.619999,61.099998,57.450001,59.220001,36.266544,181202600
2006-04-01,59.490002,59.759998,57.320000,58.610001,35.892975,171133300
2006-05-01,58.709999,60.930000,58.189999,60.220001,36.878937,196603700
2006-06-01,60.250000,62.000000,58.970001,59.919998,36.922989,199396300
2006-07-01,60.130001,63.000000,59.680000,62.549999,38.543610,134968800
2006-08-01,62.380001,65.129997,62.290001,64.660004,39.843800,150477100
2006-09-01,64.870003,65.040001,63.250000,64.940002,40.248531,128522300
2006-10-01,65.000000,69.410004,64.500000,67.400002,41.773197,189511300
2006-11-01,67.379997,69.029999,65.220001,65.910004,40.849724,196072100
2006-12-01,65.910004,67.250000,65.290001,66.019997,41.149010,157532600
2007-01-01,66.129997,68.220001,65.900002,66.800003,41.635166,175594400
2007-02-01,66.800003,67.150002,62.720001,62.930000,39.223068,192375400
2007-03-01,62.349998,62.930000,59.869999,60.259998,37.777599,318147400
2007-04-01,60.259998,65.449997,60.029999,64.220001,40.260170,248968100
2007-05-01,64.529999,64.940002,61.650002,63.270000,39.664597,280281700
2007-06-01,63.349998,63.770000,60.730000,61.619999,38.883080,259962000
2007-07-01,61.939999,63.880001,59.720001,60.500000,38.176342,290358700
2007-08-01,60.509998,62.980000,60.310001,61.790001,38.990360,331077300
2007-09-01,61.630001,65.750000,61.259998,65.699997,41.736481,220556400
2007-10-01,65.660004,66.800003,63.549999,65.169998,41.399792,232885800
2007-11-01,64.800003,68.750000,63.730000,67.739998,43.032402,284874000
2007-12-01,67.620003,68.500000,66.550003,66.699997,42.635288,197170400
2008-01-01,66.559998,68.849998,61.720001,63.139999,40.359692,339978400
2008-02-01,63.349998,64.070000,61.360001,61.959999,39.605423,218925600
2008-03-01,62.000000,65.809998,61.169998,64.870003,41.740574,274621800
2008-04-01,65.129997,67.739998,64.510002,67.089996,43.169010,221952400
2008-05-01,67.129997,68.320000,64.540001,66.739998,42.943832,219962000
2008-06-01,66.550003,67.099998,63.099998,64.339996,41.691292,228287700
2008-07-01,63.750000,69.250000,63.740002,68.470001,44.367485,308621600
2008-08-01,68.500000,71.900002,67.930000,70.430000,45.637527,224063800
2008-09-01,71.089996,72.760002,66.900002,69.279999,45.183937,367504200
2008-10-01,69.070000,69.070000,52.060001,61.340000,40.005535,640425500
2008-11-01,61.490002,63.009998,54.490002,58.580002,38.205475,375653400
2008-12-01,57.660000,60.250000,54.950001,59.830002,39.345016,315194900
2009-01-01,60.130001,61.000000,55.090000,57.689999,37.937714,349391400
2009-02-01,57.250000,59.130001,49.939999,50.000000,32.880665,308348500
2009-03-01,49.029999,53.700001,46.250000,52.599998,34.877308,423319700
2009-04-01,52.299999,54.130001,50.119999,52.360001,34.718170,306396300
2009-05-01,52.529999,56.480000,51.669998,55.160000,36.574768,257261500
2009-06-01,55.750000,57.230000,54.540001,56.799999,37.995426,301738000
2009-07-01,56.820000,62.470001,55.709999,60.889999,40.731361,270356100
2009-08-01,61.160000,61.490002,59.500000,60.439999,40.430347,211869300
2009-09-01,60.349998,61.540001,59.279999,60.889999,41.061485,197460800
2009-10-01,60.930000,62.740002,58.779999,59.049999,39.820663,280297200
2009-11-01,59.150002,63.439999,58.799999,62.840000,42.376465,233417400
2009-12-01,62.950001,65.410004,62.950001,64.410004,43.778816,212286400
2010-01-01,64.709999,65.949997,62.220001,62.860001,42.725304,245125300
2010-02-01,63.259998,64.699997,61.889999,63.000000,42.820457,213341500
2010-03-01,63.270000,65.489998,63.020000,65.199997,44.654850,249947500
2010-04-01,65.370003,66.199997,64.209999,64.300003,44.038448,235860700
2010-05-01,65.160004,65.620003,58.189999,58.299999,39.929104,357775800
2010-06-01,58.209999,60.150002,57.549999,59.060001,40.819088,357343400
2010-07-01,59.070000,61.730000,56.860001,58.090000,40.148674,310708000
2010-08-01,58.500000,60.250000,56.990002,57.020000,39.409164,239384600
2010-09-01,57.669998,62.700001,57.439999,61.959999,43.227257,209239500
2010-10-01,62.090000,64.230003,61.299999,63.740002,44.469109,208721800
2010-11-01,63.880001,64.919998,61.250000,61.549999,42.941223,221392600
2010-12-01,62.180000,63.160000,61.560001,61.849998,43.521866,212152900
2011-01-01,62.630001,63.540001,59.689999,59.770000,42.058224,257253400
2011-02-01,59.700001,61.450001,59.360001,61.439999,43.233349,199932400
2011-03-01,61.250000,61.500000,57.500000,59.250000,42.069374,254534800
2011-04-01,59.630001,65.970001,59.060001,65.720001,46.663280,270819500
2011-05-01,65.919998,67.370003,64.800003,67.290001,47.778023,270892200
2011-06-01,67.019997,67.360001,64.690002,66.519997,47.640938,231770300
2011-07-01,66.480003,68.050003,64.129997,64.790001,46.401928,202614600
2011-08-01,65.279999,66.230003,59.080002,65.800003,47.125298,491488700
2011-09-01,65.660004,66.139999,61.000000,63.689999,46.020496,264862000
2011-10-01,63.650002,65.860001,60.830002,64.389999,46.526302,251590300
2011-11-01,63.680000,65.489998,61.049999,64.720001,46.764771,236914800
2011-12-01,64.680000,66.320000,62.849998,65.580002,47.825916,210285200
2012-01-01,65.589996,66.000000,64.339996,65.910004,48.066582,212136100
2012-02-01,65.970001,66.320000,64.019997,65.080002,47.461288,192370000
2012-03-01,65.110001,66.180000,64.120003,65.959999,48.527946,208163900
2012-04-01,66.040001,66.300003,62.759998,65.099998,47.895229,229665900
2012-05-01,64.910004,65.489998,62.000000,62.430000,45.930855,278010100
2012-06-01,62.040001,67.699997,61.709999,67.559998,50.188980,451142100
2012-07-01,67.419998,69.699997,67.000000,69.220001,51.422157,273347200
2012-08-01,69.480003,69.750000,66.849998,67.430000,50.092396,224101500
2012-09-01,67.489998,69.639999,66.970001,68.910004,51.657036,200224200
2012-10-01,68.919998,72.739998,67.800003,70.820000,53.088840,267146700
2012-11-01,71.099998,71.900002,68.510002,69.730003,52.271751,211662500
2012-12-01,69.800003,71.620003,69.180000,70.099998,53.013813,232603000
2013-01-01,71.019997,74.800003,70.300003,73.919998,55.902714,209813800
2013-02-01,74.139999,77.019997,73.559998,76.110001,57.558903,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,62.151047,193396300
2013-04-01,81.389999,85.889999,80.309998,85.230003,64.971588,218722300
2013-05-01,84.500000,89.989998,83.879997,84.180000,64.171165,220724300
2013-06-01,84.279999,87.820000,82.120003,85.860001,65.943840,210552200
2013-07-01,85.720001,94.419998,85.500000,93.500000,71.811684,200315600
2013-08-01,94.160004,94.400002,85.849998,86.410004,66.366272,204260800
2013-09-01,86.889999,90.720001,86.000000,86.690002,67.082962,158876500
2013-10-01,86.589996,93.449997,85.500000,92.610001,71.664009,173024000
2013-11-01,92.379997,95.989998,92.279999,94.660004,73.250343,131026200
2013-12-01,94.410004,94.790001,89.769997,91.589996,71.369507,151086000
2014-01-01,91.139999,95.379997,88.150002,88.470001,68.938309,192804300
2014-02-01,88.750000,92.989998,86.089996,92.120003,71.782501,162234700
2014-03-01,91.129997,98.599998,90.830002,98.230003,77.094391,181324400
2014-04-01,98.309998,101.980003,96.050003,101.290001,79.495964,180242400
2014-05-01,100.769997,101.540001,98.879997,101.459999,79.629402,124656300
2014-06-01,101.540001,106.000000,101.010002,104.620003,82.681725,123927200
2014-07-01,105.150002,106.739998,100.050003,100.089996,79.101631,148795100
2014-08-01,99.760002,104.419998,98.800003,103.730003,81.978348,120163600
2014-09-01,103.300003,108.769997,103.019997,106.589996,84.808380,130571800
2014-10-01,105.980003,108.180000,95.099998,107.779999,85.755219,232630100
2014-11-01,107.830002,109.489998,106.599998,108.250000,86.129189,125669200
2014-12-01,107.889999,108.989998,102.500000,104.570000,83.743057,175446100
2015-01-01,105.050003,106.500000,100.089996,100.139999,80.195374,195025900
2015-02-01,100.489998,103.330002,97.150002,102.510002,82.093353,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,81.127708,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,79.998703,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,80.756744,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,79.168625,170023700
2015-07-01,98.300003,101.360001,96.639999,100.209999,81.402504,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,76.341759,194654400
2015-09-01,92.290001,96.190002,89.900002,93.349998,76.410088,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,82.696411,191690900
2015-11-01,101.180000,103.000000,99.739998,101.239998,82.868301,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,84.699539,162039600
2016-01-01,101.709999,104.750000,94.279999,104.440002,86.117813,211278000
2016-02-01,103.610001,106.919998,99.779999,105.209999,86.752724,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,89.864738,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,93.087257,158186600
2016-05-01,112.220001,115.000000,111.699997,112.690002,93.593880,141096900
2016-06-01,112.690002,121.410004,112.070000,121.300003,101.464172,167571400
2016-07-01,121.300003,126.070000,120.790001,125.230003,104.751465,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,99.824669,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,99.471733,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,97.669724,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,93.720520,171310900
2016-12-01,111.360001,117.300003,109.320000,115.209999,97.683319,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,96.021484,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,103.618393,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,106.301224,166544900
